1	1138188	1138257	C7orf50_1
1	1127256	1127386	C7orf50_2
1	1138217	1138257	C7orf50_1
1	1127256	1127386	C7orf50_2
1	1137314	1138247	C7orf50_1
1	1127256	1127386	C7orf50_2
1	1044545	1044658	GPR146_1
1	1057491	1059261	GPR146_2
1	1055284	1055483	GPR146_1
1	1057491	1059261	GPR146_2
1	1082207	1082274	GPER1_1
1	1091406	1092881	GPER1_2
1	1086806	1087244	GPER1_1
1	1088197	1088321	GPER1_2
1	1091406	1093815	GPER1_3
1	1086875	1087244	GPER1_1
1	1091406	1093815	GPER1_2
1	1088112	1088321	GPER1_1
1	1091406	1093810	GPER1_2
1	1091627	1092642	GPER1_1
1	1092924	1093809	GPER1_2
1	1092937	1093189	GPER1_1
1	1093422	1093741	GPER1_2
1	1159963	1160178	ZFAND2A_1
1	1158157	1158257	ZFAND2A_2
1	1157655	1157750	ZFAND2A_3
1	1155452	1155584	ZFAND2A_4
1	1153072	1153224	ZFAND2A_5
1	1152070	1152344	ZFAND2A_6
1	1159963	1160196	ZFAND2A_1
1	1158157	1158257	ZFAND2A_2
1	1157655	1157750	ZFAND2A_3
1	1155452	1155584	ZFAND2A_4
1	1152906	1153224	ZFAND2A_5
1	1232871	1233291	UNCX_1
1	1233519	1233695	UNCX_2
3	2432562	2446870	CHST12_2
3	2432562	2446870	CHST12_2
4	2915236	2915372	CARD11_21
4	2913286	2913466	CARD11_22
4	2912171	2912296	CARD11_23
4	2910049	2910165	CARD11_24
4	2906140	2906842	CARD11_25
5	7535749	7535873	COL28A1_1
5	7532751	7532912	COL28A1_2
5	7531347	7531904	COL28A1_3
5	7524228	7524249	COL28A1_4
5	7521904	7521961	COL28A1_5
5	7520061	7520115	COL28A1_6
5	7517795	7517837	COL28A1_7
5	7515813	7515840	COL28A1_8
5	7511090	7511135	COL28A1_9
5	7507116	7507161	COL28A1_10
5	7506013	7506067	COL28A1_11
5	7490577	7490646	COL28A1_12
5	7489388	7489457	COL28A1_13
5	7477111	7477180	COL28A1_14
5	7474600	7474669	COL28A1_15
5	7566874	7567072	MIOS_1
5	7568025	7568123	MIOS_2
5	7572435	7573769	MIOS_3
5	7574097	7574196	MIOS_4
5	7583117	7583372	MIOS_5
5	7585635	7585805	MIOS_6
5	7588497	7588563	MIOS_7
5	7589404	7589563	MIOS_8
5	7594979	7595132	MIOS_9
5	7596256	7596461	MIOS_10
5	7605941	7606071	MIOS_11
5	7606995	7607223	MIOS_12
5	7566883	7567072	MIOS_1
5	7567606	7567688	MIOS_2
5	7568025	7568123	MIOS_3
5	7572435	7573769	MIOS_4
5	7574097	7574196	MIOS_5
5	7583117	7583372	MIOS_6
5	7585635	7585805	MIOS_7
5	7588497	7588563	MIOS_8
5	7589404	7589563	MIOS_9
5	7594979	7595132	MIOS_10
5	7596256	7596461	MIOS_11
5	7605941	7606071	MIOS_12
5	7606995	7608932	MIOS_13
5	7718514	7718607	RPA3_1
5	7715174	7715226	RPA3_2
5	7687227	7687328	RPA3_3
5	7685829	7685998	RPA3_4
5	7640319	7641175	RPA3_5
5	7639069	7639144	RPA3_6
5	7637863	7637972	RPA3_7
5	7636517	7637082	RPA3_8
5	7640722	7640816	RPA3_1
5	7639069	7639144	RPA3_2
5	7637863	7637972	RPA3_3
5	7636926	7637082	RPA3_4
5	7640722	7640972	RPA3_1
5	7640319	7640581	RPA3_2
5	7639069	7639144	RPA3_3
5	7637863	7637972	RPA3_4
5	7636931	7637082	RPA3_5
5	7639904	7640026	RPA3_1
5	7639069	7639144	RPA3_2
5	7637863	7637972	RPA3_3
5	7636974	7637082	RPA3_4
5	7640751	7640821	UMAD1_1
5	7673308	7673453	UMAD1_2
5	7676101	7676208	UMAD1_3
5	7640775	7640821	UMAD1_1
5	7673321	7673453	UMAD1_2
5	7640793	7640821	UMAD1_1
5	7673308	7673453	UMAD1_2
8	29195076	29195276	CPVL_1
8	29186446	29186547	CPVL_2
8	29185512	29185597	CPVL_3
8	29184420	29184548	CPVL_4
8	29181289	29181412	CPVL_5
8	29194411	29194990	CHN2_1
8	29194941	29194990	CHN2_1
8	29208812	29208970	CHN2-AS1_1
8	29200691	29200747	CHN2-AS1_2
8	29199539	29200123	CHN2-AS1_3
9	35694183	35695135	HERPUD2_1
9	35673200	35673278	HERPUD2_2
9	35670214	35670328	HERPUD2_3
9	35667433	35667588	HERPUD2_4
9	35638349	35638472	HERPUD2_5
9	35635134	35635458	HERPUD2_6
9	35634311	35634429	HERPUD2_7
9	35632658	35633851	HERPUD2_8
9	35694800	35695135	HERPUD2_1
9	35694183	35694627	HERPUD2_2
9	35673200	35673278	HERPUD2_3
9	35670214	35670328	HERPUD2_4
9	35667433	35667588	HERPUD2_5
9	35638349	35638472	HERPUD2_6
9	35635134	35635458	HERPUD2_7
9	35634311	35634429	HERPUD2_8
9	35632658	35633851	HERPUD2_9
9	35751911	35753695	SEPTIN7-AS1_7
10	44188908	44189439	GCK_1
10	44188908	44189439	GCK_1
10	44188908	44189439	GCK_1
10	44188908	44188987	GCK_1
10	44200967	44201239	YKT6_1
10	44204567	44204650	YKT6_2
10	44206384	44206485	YKT6_3
10	44207387	44207492	YKT6_4
10	44208132	44208198	YKT6_5
10	44212246	44212889	YKT6_6
10	44200977	44201239	YKT6_1
10	44204567	44204650	YKT6_2
10	44206384	44206485	YKT6_3
10	44207387	44207492	YKT6_4
10	44208132	44208198	YKT6_5
10	44211022	44211124	YKT6_6
10	44212246	44214294	YKT6_7
10	44325356	44325496	CAMK2B_1
10	44284130	44284225	CAMK2B_2
10	44263004	44263064	CAMK2B_3
10	44258871	44258926	CAMK2B_4
10	44254541	44254607	CAMK2B_5
10	44247119	44247192	CAMK2B_6
10	44243424	44243527	CAMK2B_7
10	44243249	44243333	CAMK2B_8
10	44242559	44242654	CAMK2B_9
10	44242217	44242340	CAMK2B_10
10	44241699	44241783	CAMK2B_11
10	44240706	44240749	CAMK2B_12
10	44239588	44239663	CAMK2B_13
10	44234638	44234676	CAMK2B_14
10	44234389	44234461	CAMK2B_15
10	44232821	44232866	CAMK2B_16
10	44231005	44231054	CAMK2B_17
10	44220825	44220901	CAMK2B_18
10	44220615	44220710	CAMK2B_19
10	44220059	44220294	CAMK2B_20
10	44217149	44217735	CAMK2B_21
10	44325356	44325631	CAMK2B_1
10	44284130	44284225	CAMK2B_2
10	44263004	44263064	CAMK2B_3
10	44258871	44258926	CAMK2B_4
10	44254541	44254607	CAMK2B_5
10	44247119	44247192	CAMK2B_6
10	44243424	44243527	CAMK2B_7
10	44243249	44243333	CAMK2B_8
10	44242559	44242654	CAMK2B_9
10	44242217	44242340	CAMK2B_10
10	44241699	44241783	CAMK2B_11
10	44240706	44240749	CAMK2B_12
10	44234638	44234679	CAMK2B_13
10	44234389	44234461	CAMK2B_14
10	44232821	44232866	CAMK2B_15
10	44231005	44231054	CAMK2B_16
10	44220825	44220901	CAMK2B_17
10	44220615	44220710	CAMK2B_18
10	44220059	44220294	CAMK2B_19
10	44217149	44219522	CAMK2B_20
10	44325356	44325594	CAMK2B_1
10	44284130	44284225	CAMK2B_2
10	44263004	44263064	CAMK2B_3
10	44258871	44258926	CAMK2B_4
10	44254541	44254607	CAMK2B_5
10	44247119	44247192	CAMK2B_6
10	44243424	44243527	CAMK2B_7
10	44243249	44243333	CAMK2B_8
10	44242559	44242654	CAMK2B_9
10	44242217	44242340	CAMK2B_10
10	44241699	44241783	CAMK2B_11
10	44240706	44240749	CAMK2B_12
10	44239588	44239663	CAMK2B_13
10	44234638	44234676	CAMK2B_14
10	44234389	44234461	CAMK2B_15
10	44232821	44232866	CAMK2B_16
10	44231005	44231054	CAMK2B_17
10	44229387	44229501	CAMK2B_18
10	44228795	44228924	CAMK2B_19
10	44226515	44226644	CAMK2B_20
10	44220825	44220901	CAMK2B_21
10	44220615	44220710	CAMK2B_22
10	44220059	44220294	CAMK2B_23
10	44217153	44219522	CAMK2B_24
10	44325356	44325656	CAMK2B_1
10	44284130	44284225	CAMK2B_2
10	44263004	44263064	CAMK2B_3
10	44258871	44258926	CAMK2B_4
10	44254541	44254607	CAMK2B_5
10	44247119	44247192	CAMK2B_6
10	44243424	44243527	CAMK2B_7
10	44243249	44243333	CAMK2B_8
10	44242559	44242654	CAMK2B_9
10	44242217	44242340	CAMK2B_10
