1	1021689	1138260	C7orf50
1	1044545	1059261	GPR146
1	1082207	1093815	GPER1
1	1152070	1160759	ZFAND2A
1	1232871	1235650	UNCX
3	2410702	2446870	CHST12
4	2906140	2915720	CARD11
5	7458629	7535873	COL28A1
5	7566874	7608932	MIOS
5	7636517	7718607	RPA3
5	7640710	7785689	UMAD1
6	8459474	8536609	NXPH1
8	29171807	29195451	CPVL
8	29171807	29261558	CHN2
8	29199539	29208970	CHN2-AS1
9	35632658	35695571	HERPUD2
9	35751855	35753695	SEPTIN7-AS1
10	44176698	44198170	GCK
10	44200967	44214294	YKT6
10	44217149	44327415	CAMK2B
12	45918450	45921874	IGFBP3
13	53035632	53036925	POM121L12
14	55793539	55862755	SEPTIN14
14	55887455	55942530	ZNF713
14	55951792	56000181	NIPSNAP2
14	55951876	55956500	MRPS17
16	88097729	88202889	ADAM22
16	88205117	88226993	SRI
16	88270891	88287302	STEAP4
17	104895616	104907232	LHFPL3
17	104895616	104926645	LHFPL3-AS2
18	104950314	105013044	LINC01004
18	105013424	105014321	KMT2E-AS1
18	105014189	105115019	KMT2E
18	105110703	105282348	SRPK2
19	127844014	127845357	SND1
20	130312564	130324180	CPA4
20	130344815	130368730	CPA5
20	130380338	130388114	CPA1
20	130393770	130442433	CEP41
20	130486041	130491033	MESTIT1
20	130486170	130506465	MEST
20	130506237	130668748	COPG2
20	130668647	130687432	TSGA13
20	130731234	130734176	KLF14
20	130853719	130930682	LINC00513
20	130938962	131048777	LINC-PINT
22	47839865	47841289	SCRN2
22	47844907	47855874	SP6
22	47896149	47928957	SP2
22	47897329	47941410	SP2-AS1
22	47941505	47949308	PNPO
22	47951966	47957883	PRR15L
22	47967809	47981781	CDK5RAP3
