2	56799904	56816693	OTX2
2	56813182	56986833	OTX2-AS1
7	127957715	128012963	PVT1
8	128443865	128452921	LINC00824
9	128459020	128564679	LINC00824
9	128634198	128651388	CCDC26
13	129043010	129084992	CCDC26
3	127293122	127419050	PCAT1
3	127293122	127455849	CASC8
3	127322182	127420066	POU5F1B
3	127400398	127402150	CCAT2
10	128506021	128527382	LINC00824
6	127872092	128187101	PVT1
6	127946558	127948723	TMEM75
6	128405268	128441193	LINC00824
5	127850450	127948547	PVT1
5	127946558	127948547	TMEM75
12	129033891	129049359	CCDC26
11	128641998	129084992	CCDC26
4	127293122	127419050	PCAT1
4	127293122	127482139	CASC8
4	127322182	127420066	POU5F1B
4	127400398	127402150	CCAT2
4	127686342	127738987	CASC11
4	127735433	127742951	MYC
4	127794525	127870572	PVT1
1	56593113	56650606	TMEM260
