hs8	127082120	127082221	CASC19_1
hs8	127078969	127079133	CASC19_2
hs8	127076825	127076910	CASC19_3
hs8	127072693	127072918	CASC19_4
hs8	127218809	127218967	CASC19_1
hs8	127188044	127188115	CASC19_2
hs8	127187784	127187884	CASC19_3
hs8	127149615	127149672	CASC19_4
hs8	127148796	127148918	CASC19_5
hs8	127143762	127143919	CASC19_6
hs8	127141473	127141571	CASC19_7
hs8	127140743	127140858	CASC19_8
hs8	127116659	127116965	CASC19_9
hs8	127202041	127202132	CASC19_1
hs8	127188044	127188115	CASC19_2
hs8	127187784	127187884	CASC19_3
hs8	127174189	127174364	CASC19_4
hs8	127161921	127162084	CASC19_5
hs8	127149615	127149672	CASC19_6
hs8	127148796	127148918	CASC19_7
hs8	127143762	127144126	CASC19_8
hs8	127141473	127141571	CASC19_9
hs8	127140743	127140858	CASC19_10
hs8	127140275	127140449	CASC19_11
hs8	127203162	127203227	CASC19_1
hs8	127202041	127202152	CASC19_2
hs8	127197474	127197564	CASC19_3
hs8	127188044	127188115	CASC19_4
hs8	127187796	127187884	CASC19_5
hs8	127174189	127174364	CASC19_6
hs8	127168897	127169117	CASC19_7
hs8	127164437	127164526	CASC19_8
hs8	127161921	127162084	CASC19_9
hs8	127152870	127153344	CASC19_10
hs8	127218809	127219237	CASC19_1
hs8	127168897	127169117	CASC19_2
hs8	127161578	127162084	CASC19_3
hs8	127205346	127205432	CASC19_1
hs8	127203162	127203220	CASC19_2
hs8	127202041	127202152	CASC19_3
hs8	127188044	127188115	CASC19_4
hs8	127187784	127187884	CASC19_5
hs8	127174189	127174364	CASC19_6
hs8	127168897	127169117	CASC19_7
hs8	127164437	127164526	CASC19_8
hs8	127161583	127162084	CASC19_9
hs8	127202041	127202237	CASC19_1
hs8	127174189	127174364	CASC19_2
hs8	127168137	127169117	CASC19_3
hs8	127223537	127223666	CASC19_1
hs8	127218809	127218919	CASC19_2
hs8	127174189	127174364	CASC19_3
hs8	127168358	127169117	CASC19_4
hs8	127203162	127203198	CASC19_1
hs8	127202041	127202152	CASC19_2
hs8	127188044	127188115	CASC19_3
hs8	127187784	127187884	CASC19_4
hs8	127174189	127174364	CASC19_5
hs8	127168359	127169117	CASC19_6
hs8	127205346	127205522	CASC19_1
hs8	127203162	127203220	CASC19_2
hs8	127188044	127188115	CASC19_3
hs8	127187784	127187884	CASC19_4
hs8	127174189	127174364	CASC19_5
hs8	127168405	127169117	CASC19_6
hs8	127205346	127205395	CASC19_1
hs8	127203162	127203220	CASC19_2
hs8	127202041	127202152	CASC19_3
hs8	127201017	127201123	CASC19_4
hs8	127197474	127197564	CASC19_5
hs8	127174189	127174364	CASC19_6
hs8	127168421	127169117	CASC19_7
hs8	127205346	127205467	CASC19_1
hs8	127203162	127203220	CASC19_2
hs8	127202041	127202152	CASC19_3
hs8	127188044	127188115	CASC19_4
hs8	127187784	127187884	CASC19_5
hs8	127174189	127174364	CASC19_6
hs8	127168897	127169117	CASC19_7
hs8	127168421	127168771	CASC19_8
hs8	127218814	127218968	CASC19_1
hs8	127203162	127203220	CASC19_2
hs8	127202041	127202152	CASC19_3
hs8	127188044	127188115	CASC19_4
hs8	127187784	127187884	CASC19_5
hs8	127184826	127185770	CASC19_6
hs8	127174189	127174364	CASC19_7
hs8	127168675	127169117	CASC19_8
hs8	127218809	127218842	CASC19_1
hs8	127203162	127203220	CASC19_2
hs8	127202041	127202152	CASC19_3
hs8	127197474	127197564	CASC19_4
hs8	127188044	127188115	CASC19_5
hs8	127187784	127187884	CASC19_6
hs8	127184826	127185770	CASC19_7
hs8	127174189	127174364	CASC19_8
hs8	127168698	127169117	CASC19_9
hs8	127206581	127206838	CASC19_1
hs8	127205346	127205612	CASC19_2
hs8	127203162	127203220	CASC19_3
hs8	127202041	127202152	CASC19_4
hs8	127197474	127197564	CASC19_5
hs8	127174189	127174364	CASC19_6
hs8	127168830	127169117	CASC19_7
hs8	127208856	127209635	CASC19_1
hs8	127208145	127208202	CASC19_2
hs8	127203162	127203220	CASC19_3
hs8	127202041	127202152	CASC19_4
hs8	127188044	127188115	CASC19_5
hs8	127187784	127187884	CASC19_6
hs8	127186162	127186233	CASC19_7
hs8	127180361	127180487	CASC19_8
hs8	127218809	127219123	CASC19_1
hs8	127202041	127202152	CASC19_2
hs8	127189909	127189982	CASC19_3
hs8	127188044	127188115	CASC19_4
hs8	127187784	127187884	CASC19_5
hs8	127184738	127185770	CASC19_6
hs8	127218809	127219395	CASC19_1
hs8	127197474	127197564	CASC19_2
hs8	127188044	127188115	CASC19_3
hs8	127187784	127187884	CASC19_4
hs8	127184749	127185770	CASC19_5
hs8	127205346	127205596	CASC19_1
hs8	127203162	127203220	CASC19_2
hs8	127202041	127202152	CASC19_3
hs8	127188044	127188115	CASC19_4
hs8	127187784	127187884	CASC19_5
hs8	127184754	127185770	CASC19_6
hs8	127205346	127205721	CASC19_1
hs8	127203162	127203220	CASC19_2
hs8	127202041	127202152	CASC19_3
hs8	127197474	127197564	CASC19_4
hs8	127188044	127188115	CASC19_5
hs8	127187784	127187884	CASC19_6
hs8	127185016	127185770	CASC19_7
hs8	127218809	127218852	CASC19_1
hs8	127205346	127205445	CASC19_2
hs8	127203162	127203220	CASC19_3
hs8	127202041	127202152	CASC19_4
hs8	127201017	127201173	CASC19_5
hs8	127197474	127197564	CASC19_6
hs8	127188044	127188115	CASC19_7
hs8	127187784	127187884	CASC19_8
hs8	127185021	127185770	CASC19_9
hs8	127218809	127219127	CASC19_1
hs8	127203162	127203220	CASC19_2
hs8	127202041	127202152	CASC19_3
hs8	127188044	127188115	CASC19_4
hs8	127187784	127187884	CASC19_5
hs8	127185023	127185770	CASC19_6
hs8	127205346	127206123	CASC19_1
hs8	127203162	127203220	CASC19_2
hs8	127202041	127202152	CASC19_3
hs8	127197474	127197564	CASC19_4
hs8	127189909	127189982	CASC19_5
hs8	127188044	127188115	CASC19_6
hs8	127187784	127187884	CASC19_7
hs8	127185525	127185770	CASC19_8
hs8	127218809	127218888	CASC19_1
hs8	127203162	127203220	CASC19_2
hs8	127202041	127202152	CASC19_3
hs8	127197474	127197564	CASC19_4
hs8	127189909	127189982	CASC19_5
hs8	127188044	127188115	CASC19_6
hs8	127187784	127187884	CASC19_7
hs8	127185525	127186233	CASC19_8
hs8	127224399	127224436	CASC19_1
hs8	127223537	127223644	CASC19_2
hs8	127203162	127203220	CASC19_3
hs8	127202041	127202152	CASC19_4
hs8	127197474	127197564	CASC19_5
hs8	127188044	127188115	CASC19_6
hs8	127187784	127187884	CASC19_7
hs8	127185528	127185770	CASC19_8
hs8	127218809	127218968	CASC19_1
hs8	127208856	127209717	CASC19_2
hs8	127208605	127208682	CASC19_3
hs8	127203162	127203220	CASC19_4
hs8	127202041	127202152	CASC19_5
hs8	127188044	127188115	CASC19_6
hs8	127187784	127187884	CASC19_7
hs8	127185606	127185770	CASC19_8
hs8	127202041	127202080	CASC19_1
hs8	127186796	127187884	CASC19_2
hs8	127218809	127219238	CASC19_1
hs8	127204411	127209717	CASC19_2
hs8	127224399	127224477	CASC19_1
hs8	127222313	127223666	CASC19_2
hs8	127227398	127227541	CASC19_1
hs8	127224534	127224684	CASC19_2
hs8	127222321	127223666	CASC19_3
hs8	127079873	127092600	PRNCR1_1
hs8	127420828	127421374	CASC8_1
hs8	127323014	127323154	CASC8_2
hs8	127289816	127290060	CASC8_3
hs8	127481633	127482139	CASC8_1
hs8	127480727	127481071	CASC8_2
hs8	127479703	127479806	CASC8_3
hs8	127479082	127479170	CASC8_4
hs8	127420828	127420963	CASC8_5
hs8	127289816	127290060	CASC8_6
hs8	127322182	127322226	POU5F1B_1
hs8	127339280	127339435	POU5F1B_2
hs8	127414887	127415022	POU5F1B_3
hs8	127415442	127417210	POU5F1B_4
hs8	127409025	127409031	POU5F1B_1
hs8	127414887	127415022	POU5F1B_2
hs8	127415442	127420066	POU5F1B_3
hs8	127400398	127402150	CCAT2_1
hs8	127733824	127733967	CASC11_1
hs8	127691789	127691866	CASC11_2
hs8	127686342	127689423	CASC11_3
hs8	127733824	127733956	CASC11_1
hs8	127715946	127716168	CASC11_2
hs8	127703049	127703243	CASC11_3
hs8	127700607	127700839	CASC11_4
hs8	127738793	127738987	CASC11_1
hs8	127733824	127733959	CASC11_2
hs8	127730156	127730922	CASC11_3
hs8	127735433	127736623	MYC_1
hs8	127738247	127739019	MYC_2
hs8	127740397	127740477	MYC_3
hs8	127735472	127735817	MYC_1
hs8	127735658	127735836	MYC_1
